report_id,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,description_clean,sif_proxy,is_exact_duplicate,is_repeated_description,has_label_conflict
R000018,2016-02-07,Country_01,Local_06,Metals,I,II,Female,Third Party,Others,"Due to the overheating of 2 bars in row 5 of cell 7 a spark is produced, which is projected and manages to reach the Chief of guard who was in the corridor, producing a first degree burn in the neck.","due to the overheating of 2 bars in row 5 of cell 7 a spark is produced, which is projected and manages to reach the chief of guard who was in the corridor, producing a first degree burn in the neck.",0,False,False,False
R000329,2017-02-14,Country_01,Local_03,Mining,IV,V,Male,Third Party,Pressed,"In the Nv. 3370, CX 212 - South, when the Mechanic loosens a through bolt of the intermediate cardan protector of the Dumper 01, the protector is released and imprisons the first finger of the left hand against the connector of the hydraulic steering cylinder (Position 2) .","in the nv. 3370, cx 212 - south, when the mechanic loosens a through bolt of the intermediate cardan protector of the dumper 01, the protector is released and imprisons the first finger of the left hand against the connector of the hydraulic steering cylinder (position 2) .",1,False,False,False
R000001,2016-01-01,Country_01,Local_01,Mining,I,IV,Male,Third Party,Pressed,"While removing the drill rod of the Jumbo 08 for maintenance, the supervisor proceeds to loosen the support of the intermediate centralizer to facilitate the removal, seeing this the mechanic supports one end on the drill of the equipment to pull with both hands the bar and accelerate the removal from this, at this moment the bar slides from its point of support and tightens the fingers of the mechanic between the drilling bar and the beam of the jumbo.","while removing the drill rod of the jumbo 08 for maintenance, the supervisor proceeds to loosen the support of the intermediate centralizer to facilitate the removal, seeing this the mechanic supports one end on the drill of the equipment to pull with both hands the bar and accelerate the removal from this, at this moment the bar slides from its point of support and tightens the fingers of the mechanic between the drilling bar and the beam of the jumbo.",1,False,False,False
R000283,2016-12-28,Country_02,Local_05,Metals,I,IV,Male,Employee,Others,"Employee reports that when trying to remove one of the plates from the overflow system of the Ustulador oven, the 5th finger of the right hand was pressed between the tool (wrench with extension) and the overflow flange of the Ustulador oven, located behind the performer.","employee reports that when trying to remove one of the plates from the overflow system of the ustulador oven, the 5th finger of the right hand was pressed between the tool (wrench with extension) and the overflow flange of the ustulador oven, located behind the performer.",1,False,False,False
R000117,2016-05-12,Country_01,Local_06,Metals,I,II,Male,Third Party (Remote),Chemical substances,"On Sunday, 15, the collaborator goes to the medical center saying that he had an accident 3 days ago when he performed internal maintenance work on the heat exchangers, defined as a confined space and at risk of burning with acid. When leaving the confined space, the employee removes the protective gloves without having passed through the emergency shower; At that moment, skin contact occurs with sulfates, generating the lesion.","on sunday, 15, the collaborator goes to the medical center saying that he had an accident 3 days ago when he performed internal maintenance work on the heat exchangers, defined as a confined space and at risk of burning with acid. when leaving the confined space, the employee removes the protective gloves without having passed through the emergency shower; at that moment, skin contact occurs with sulfates, generating the lesion.",0,False,False,False
R000358,2017-03-18,Country_01,Local_03,Mining,V,V,Male,Third Party (Remote),Power lock,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.","during the activity of changing conveyor belt 11b feeding the primary mill no. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. at the time of the accident the mechanic was alone in the work area.",1,False,False,False
R000247,2016-10-29,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"In the Alimak chimney of level 2440, the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney, it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented, when falling the rock of 1.0x0.80x0.20 m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operator's right hand generating the described injury.","in the alimak chimney of level 2440, the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney, it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented, when falling the rock of 1.0x0.80x0.20 m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operator's right hand generating the described injury.",1,False,False,False
R000006,2016-01-12,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Pressurized Systems,"During the unloading operation of the ustulado Bag there was a need to unclog the discharge mouth of the silo truck. In performing this procedure, there was a maneuver of unhooking the hose without the total depressurisation of the mouth, projecting ustulado powder in the collaborator caused irritation in the eyes.","during the unloading operation of the ustulado bag there was a need to unclog the discharge mouth of the silo truck. in performing this procedure, there was a maneuver of unhooking the hose without the total depressurisation of the mouth, projecting ustulado powder in the collaborator caused irritation in the eyes.",0,False,False,False
R000083,2016-04-04,Country_02,Local_09,Metals,III,IV,Male,Employee,Manual Tools,"When it opens the suction valve of the 420-BO-01 acid pump, the cable of the same pump comes loose by pressing the 5th finger of the employee's left hand against the tubing, causing a fracture in the distal phalanx. Photos","when it opens the suction valve of the 420-bo-01 acid pump, the cable of the same pump comes loose by pressing the 5th finger of the employee's left hand against the tubing, causing a fracture in the distal phalanx. photos",1,False,False,False
R000199,2016-08-24,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"Once the topographic survey in the Stp. 440 (East zone), the victim and his co-worker, decide to continue with their work in the Stp. 440 (West), for this the injured person walks behind his co-worker (10 to 15 meters), when arriving at the loading zone (intersection Rpa 175 and St 440) the injured person asks the sccop operator to stop to pass, once the equipment is stopped, the victim passes behind his partner stuck to the gable, trying to avoid the accumulation of water, when he takes the third step into the puddle, the injured person steps on the false and falls to the floor, causing the injury .","once the topographic survey in the stp. 440 (east zone), the victim and his co-worker, decide to continue with their work in the stp. 440 (west), for this the injured person walks behind his co-worker (10 to 15 meters), when arriving at the loading zone (intersection rpa 175 and st 440) the injured person asks the sccop operator to stop to pass, once the equipment is stopped, the victim passes behind his partner stuck to the gable, trying to avoid the accumulation of water, when he takes the third step into the puddle, the injured person steps on the false and falls to the floor, causing the injury .",0,False,False,False
R000306,2017-01-24,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Fall,"Employee was transiting the GRS area when he came to slip, suffering a twist in his left knee.","employee was transiting the grs area when he came to slip, suffering a twist in his left knee.",0,False,False,False
R000339,2017-02-25,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but due to the use of sunglasses, the attack in that region was prevented. The insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was immediately paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20.","on 02/25/2017 at 13:05 p.m., when assisting with gps in the magnetometric collaborator gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. the moths went towards his eyes, but due to the use of sunglasses, the attack in that region was prevented. the insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. gilvânio is allergic to marimbondos bites, soon the activity was immediately paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. the assistant felt good, but was taken to the emergency of the hospital of lavras do sul, where he consulted the doctor, took antiallergic and was released around 15:20.",0,False,False,False
R000268,2016-12-10,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"At 18:40 hours, in moments when Mr. Claudio tipper operator readjusted the nuts of the rear tire on the right side of his vehicle, using a wheel wrench and a tube as an extension to generate greater force of torque; which was Mr. Wilber held him in his back; suffers a contusion in the palm of the right hand as the extension to his partner slips from his hands.","at 18:40 hours, in moments when mr. claudio tipper operator readjusted the nuts of the rear tire on the right side of his vehicle, using a wheel wrench and a tube as an extension to generate greater force of torque; which was mr. wilber held him in his back; suffers a contusion in the palm of the right hand as the extension to his partner slips from his hands.",0,False,False,False
R000248,2016-10-29,Country_02,Local_08,Metals,IV,IV,Male,Employee,Pressed,"In the activity of placing boards on racks for the exchange of fabrics of the filters, one of the plates was inclined, trying to put the plate in the correct position, the plate arm pressed the back of the right hand against the structure of the easel","in the activity of placing boards on racks for the exchange of fabrics of the filters, one of the plates was inclined, trying to put the plate in the correct position, the plate arm pressed the back of the right hand against the structure of the easel",1,False,False,False
R000217,2016-09-16,Country_02,Local_05,Metals,II,IV,Male,Employee,Pressurized Systems,"Employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the Ustulation area, through the side window, when he was struck by projection of heated air that reached his face and right forearm.","employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the ustulation area, through the side window, when he was struck by projection of heated air that reached his face and right forearm.",1,False,False,False
R000387,2017-05-06,Country_01,Local_01,Mining,III,IV,Male,Third Party,Manual Tools,"In Circumstances that the staff was performing the rhyming of caving HW, the 1.5 m HW pipe was suspended Approximately 5 cm from the floor, the assistant placed the stilson key No. 36 on the HW pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing the tip of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. At the time of the event the collaborator used all his Epps.","in circumstances that the staff was performing the rhyming of caving hw, the 1.5 m hw pipe was suspended approximately 5 cm from the floor, the assistant placed the stilson key no. 36 on the hw pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing the tip of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. at the time of the event the collaborator used all his epps.",1,False,False,False
R000201,2016-08-27,Country_01,Local_06,Metals,I,II,Male,Employee,Pressurized Systems / Chemical Substances,"At 22:50 hours in row 12 when the cell suction partner removes the suction hose, untimely splashes of electrolyte solution in the left eye. Immediately he was referred to the medical service.","at 22:50 hours in row 12 when the cell suction partner removes the suction hose, untimely splashes of electrolyte solution in the left eye. immediately he was referred to the medical service.",0,False,False,False
R000135,2016-06-03,Country_01,Local_01,Mining,I,II,Male,Third Party,Others,"In circumstances that the collaborator performed the cleaning of the ditch 3570, 0.50 cm deep, removing the pipe of 2 ""HDPE material with an estimated weight of 30 Kg. Together with two collaborators, when pushing the tube to drain the dune, the collaborator is hit on the lower right side lip producing a slight blow to the lip. At the time of the event, the collaborator had a safety helmet, glasses and gloves.","in circumstances that the collaborator performed the cleaning of the ditch 3570, 0.50 cm deep, removing the pipe of 2 ""hdpe material with an estimated weight of 30 kg. together with two collaborators, when pushing the tube to drain the dune, the collaborator is hit on the lower right side lip producing a slight blow to the lip. at the time of the event, the collaborator had a safety helmet, glasses and gloves.",0,False,False,False
R000382,2017-04-24,Country_01,Local_03,Mining,I,V,Male,Employee,Others,"In circumstances that Mr. Efraín OSORIO FELIX - Mina 2nd. He entered the interior of Pocket 2 at level 2865 (Before -1205). It activated the compressed air gun that is installed in the lower part of the structure with a nozzle that communicates the air lung with the internal part of the pocket, projecting a violent flow of air that blows the left leg of the worker and generates a stun by the noise produced.","in circumstances that mr. efraín osorio felix - mina 2nd. he entered the interior of pocket 2 at level 2865 (before -1205). it activated the compressed air gun that is installed in the lower part of the structure with a nozzle that communicates the air lung with the internal part of the pocket, projecting a violent flow of air that blows the left leg of the worker and generates a stun by the noise produced.",1,False,False,False
R000166,2016-07-08,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"In circumstances in which the adjutant of the scissor bolter came down by the team's ladder - last step - it slides from an approximate height of 0.9 m. and falls sitting on the floor. At the time of the accident, the person involved in the use of the helmet; there were no rocks or materials in the crash site.","in circumstances in which the adjutant of the scissor bolter came down by the team's ladder - last step - it slides from an approximate height of 0.9 m. and falls sitting on the floor. at the time of the accident, the person involved in the use of the helmet; there were no rocks or materials in the crash site.",0,False,False,False
R000074,2016-04-01,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"After loading two blown holes from the previous blasting with the use of a telescopic ladder, the master loader pulls the ladder detaching from the upper support point, about 3 mt. of height, a fragment of rock - 3cm x 3cm x 2 cm; 54 gr - which is projected by the right end of the ladder hitting the master loader on the cheekbone and upper lip producing the lesion described. The master shipper used his safety glasses.","after loading two blown holes from the previous blasting with the use of a telescopic ladder, the master loader pulls the ladder detaching from the upper support point, about 3 mt. of height, a fragment of rock - 3cm x 3cm x 2 cm; 54 gr - which is projected by the right end of the ladder hitting the master loader on the cheekbone and upper lip producing the lesion described. the master shipper used his safety glasses.",0,False,False,False
R000377,2017-04-19,Country_03,Local_10,Others,I,IV,Male,Third Party,Others,"On 04/19/2017, the employee de Lima da Silva was composing the team of opening of bite to survey of IP. The team consisted of one mining technician and three assistants. When was moving in the bite he touched his left foot on a stump of Tucum that was on the ground covered with dry leaves of vegetation near drainage. When he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. After removal of the spine the foot was washed and it was verified that there was no other injury. After the event the technician waxed the activity and returned to the city of Porangatu / GO. It was not necessary to take the employee to the health unit.","on 04/19/2017, the employee de lima da silva was composing the team of opening of bite to survey of ip. the team consisted of one mining technician and three assistants. when was moving in the bite he touched his left foot on a stump of tucum that was on the ground covered with dry leaves of vegetation near drainage. when he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. after removal of the spine the foot was washed and it was verified that there was no other injury. after the event the technician waxed the activity and returned to the city of porangatu / go. it was not necessary to take the employee to the health unit.",1,False,False,False
R000054,2016-03-13,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Others,"The mechanic assistant after throwing the wooden blocks of support of the stabilizer of the Hiab crane truck to the ground, when descending from the truck by the access ladder when arriving at the last step jumps towards the ground - height of 69cm - treading the edge of one of The wooden blocks cause an injury to the left ankle.","the mechanic assistant after throwing the wooden blocks of support of the stabilizer of the hiab crane truck to the ground, when descending from the truck by the access ladder when arriving at the last step jumps towards the ground - height of 69cm - treading the edge of one of the wooden blocks cause an injury to the left ankle.",1,False,False,False
R000203,2016-08-30,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"Collaborator was cleaning the sink of the Copper repulping area, at the moment of filling the truck with the shovel, he projects sludge towards the lenses; soiling them and obstructing vision. The worker indicates that when removing the lenses to clean them, some mud particles enter the left eye causing discomfort. It is referred to the medical center for the corresponding attention.","collaborator was cleaning the sink of the copper repulping area, at the moment of filling the truck with the shovel, he projects sludge towards the lenses; soiling them and obstructing vision. the worker indicates that when removing the lenses to clean them, some mud particles enter the left eye causing discomfort. it is referred to the medical center for the corresponding attention.",0,False,False,False
R000330,2017-02-15,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/15/2017 at 3:27 pm, when performing the Magnetometric using GPS, the collaborator Antônio bumped the top of the field hat on a branch and was attacked by maribondos. He was bitten behind the ear and another on the shoulder, but he continued his activity because he felt no pain or swelling.","on 02/15/2017 at 3:27 pm, when performing the magnetometric using gps, the collaborator antônio bumped the top of the field hat on a branch and was attacked by maribondos. he was bitten behind the ear and another on the shoulder, but he continued his activity because he felt no pain or swelling.",0,False,False,False
R000299,2017-01-17,Country_02,Local_08,Metals,I,IV,Male,Employee,Liquid Metal,"Upon approaching the furnace that was in the process of melting the Zn ingot, it was struck by liquid metal projection.","upon approaching the furnace that was in the process of melting the zn ingot, it was struck by liquid metal projection.",1,False,False,False
R000143,2016-06-08,Country_01,Local_06,Metals,IV,IV,Male,Employee,Fall prevention (same level),At approximately 6:20 p.m. on 08/06/16 the operator Eustaquio falls down from the metal platform that gives access to tank D-1021 of the strong acid leaching stage and suffers luxo-fractures in the wrist left when leaning on the floor with his hand. The operator was directed to the first tank of the strong acid leaching stage (Tk D-2040) to verify the entry of spent to the taque.,at approximately 6:20 p.m. on 08/06/16 the operator eustaquio falls down from the metal platform that gives access to tank d-1021 of the strong acid leaching stage and suffers luxo-fractures in the wrist left when leaning on the floor with his hand. the operator was directed to the first tank of the strong acid leaching stage (tk d-2040) to verify the entry of spent to the taque.,1,False,False,False
R000095,2016-04-17,Country_02,Local_05,Metals,I,IV,Male,Employee,Cut,"Employee reports that when attempting to manually ingot of Zinco, on the rotary table of the L1 ingot, hit with the left hand against the angle in the structure of the ingot, by pressing the finger between the ingot and the angle.","employee reports that when attempting to manually ingot of zinco, on the rotary table of the l1 ingot, hit with the left hand against the angle in the structure of the ingot, by pressing the finger between the ingot and the angle.",1,False,False,False
R000280,2016-12-22,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"At the end of the unleashing of saturated material on the talus crest of bank 4318, the rugged taut rope to leave the work area, tension at which moment loose material from the top of the slope crumbles (height of 6m and stool of 3m) projecting a fragment (6cmx2cmx1cm; 26gr) which rubs the right cheek causing the injury. At the time of the event the area was isolated and the collaborator had all the epps corresponding to the activity.","at the end of the unleashing of saturated material on the talus crest of bank 4318, the rugged taut rope to leave the work area, tension at which moment loose material from the top of the slope crumbles (height of 6m and stool of 3m) projecting a fragment (6cmx2cmx1cm; 26gr) which rubs the right cheek causing the injury. at the time of the event the area was isolated and the collaborator had all the epps corresponding to the activity.",1,False,False,False
R000060,2016-03-17,Country_01,Local_01,Mining,I,II,Male,Third Party,Others,"At the end of the loading of explosives on the work front, the master loader enters to verify the mooring of the blasting accessories, when retiring from the top (1.5 m), he hears the sound of fragments of rock rolling through the support mesh, directs its gaze towards the crown in a vertical form, at which point a small fragment of rock (2x3x2cm; 36gr) passes through the openings of the mesh. sustaining impact on the forehead. At the time of the event the collaborator used his helmet and safety lens and the front was with support to the top and sacrifice mesh. The opening of the support mesh is 3 ""x 3"".","at the end of the loading of explosives on the work front, the master loader enters to verify the mooring of the blasting accessories, when retiring from the top (1.5 m), he hears the sound of fragments of rock rolling through the support mesh, directs its gaze towards the crown in a vertical form, at which point a small fragment of rock (2x3x2cm; 36gr) passes through the openings of the mesh. sustaining impact on the forehead. at the time of the event the collaborator used his helmet and safety lens and the front was with support to the top and sacrifice mesh. the opening of the support mesh is 3 ""x 3"".",0,False,False,False
R000322,2017-02-08,Country_01,Local_04,Mining,II,III,Male,Third Party,Cut,The injured collaborator and one of his colleagues wanted to move a rim of a scoop tire for which using their own strength they threw the rim to the floor to make it roll and in that instant the eyelash hits the fifth finger of the right hand against the ring producing the injury.,the injured collaborator and one of his colleagues wanted to move a rim of a scoop tire for which using their own strength they threw the rim to the floor to make it roll and in that instant the eyelash hits the fifth finger of the right hand against the ring producing the injury.,0,False,False,False
R000359,2017-03-22,Country_01,Local_06,Metals,V,V,Male,Third Party (Remote),Power lock,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock .","being approximately 20:57 hours of 03/22/2017; during the change of cables between the z-332 power cell (locked cabinet) and the z014 transformer; there is a loud noise followed by an oscillation of the electrical system. at that moment the collaborator queneche of the company eissa is found on the floor with his head inside an adjoining cell z-132 (cabinet not blocked - where he was not assigned to do any work), after having received an electric shock .",1,False,False,False
R000073,2016-03-31,Country_02,Local_08,Metals,I,III,Male,Third Party (Remote),Pressed,"The employee, performing the truck's unloading operation, an iron bundle pressed his right finger and injured his left arm.","the employee, performing the truck's unloading operation, an iron bundle pressed his right finger and injured his left arm.",0,False,False,False
R000412,2017-06-24,Country_01,Local_01,Mining,II,III,Male,Employee,Others,"The injured and his collaborators at the time of making the 4 ""HDPE pipe, which was to be used for hydraulic filling, is released, causing one of the ends of the pipe to impact on the lip, causing an injury . Apparently the support 1 deconcentrates and releases a little the pipe, this action generates that the pipe presented with the rubber of the victaúlica copla, is released generating the impact previously described. The pipe was empty without hydraulic load.","the injured and his collaborators at the time of making the 4 ""hdpe pipe, which was to be used for hydraulic filling, is released, causing one of the ends of the pipe to impact on the lip, causing an injury . apparently the support 1 deconcentrates and releases a little the pipe, this action generates that the pipe presented with the rubber of the victaúlica copla, is released generating the impact previously described. the pipe was empty without hydraulic load.",0,False,False,False
R000085,2016-04-05,Country_02,Local_05,Metals,I,III,Male,Third Party,Pressed,Employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.,employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.,0,False,False,False
R000121,2016-05-19,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Others,"At the El Porvenir sub-station at level 4240, when assembling a metal structure (approximately 120 kg) with the support of a lifting system, three operators try to accommodate the structure to anchor it on its base, at this moment the Metallic structure slides in the direction of the injured worker's right hand, producing a slight right hand accretion between the head of the bolt and the base of the structure causing the injury. At the time of the accident the operators made use of their safety gloves.","at the el porvenir sub-station at level 4240, when assembling a metal structure (approximately 120 kg) with the support of a lifting system, three operators try to accommodate the structure to anchor it on its base, at this moment the metallic structure slides in the direction of the injured worker's right hand, producing a slight right hand accretion between the head of the bolt and the base of the structure causing the injury. at the time of the accident the operators made use of their safety gloves.",1,False,False,False
R000008,2016-01-17,Country_01,Local_04,Mining,I,III,Male,Third Party,Pressed,"At approximately 04:50 p.m., when the mechanic technician José of the Tecnomin verified the transmission belts of the HM-100 pump at the Acid plant, he proceeded to turn the pulley manually; unexpectedly at that instant the electrician supervisor Miguel of the EKA Mining grabs the transmission belts to verify their tension, at which point the finger traps.","at approximately 04:50 p.m., when the mechanic technician josé of the tecnomin verified the transmission belts of the hm-100 pump at the acid plant, he proceeded to turn the pulley manually; unexpectedly at that instant the electrician supervisor miguel of the eka mining grabs the transmission belts to verify their tension, at which point the finger traps.",0,False,False,False
R000238,2016-10-13,Country_02,Local_02,Mining,II,II,Male,Third Party (Remote),Others,"Employee assisted in the support of the gate, while the other the tying of the canvas in the frame, and by pressing the rope so that the canvas stretched, the metal structure moved, coming out of the wooden support, falling and striking against the employee's face, causing a cut in the right superciliary.","employee assisted in the support of the gate, while the other the tying of the canvas in the frame, and by pressing the rope so that the canvas stretched, the metal structure moved, coming out of the wooden support, falling and striking against the employee's face, causing a cut in the right superciliary.",0,False,False,False
R000176,2016-07-18,Country_01,Local_06,Metals,I,III,Male,Third Party,Fall prevention (same level),"At 21:15 hours on 07/18/2016, the collaborator Warrin (welder), when trying to inspect a cracking point in the INLET of the G2143 laminator, slips and falls to the same level hitting his face and hand , he was immediately transferred to the medical service for evaluation.","at 21:15 hours on 07/18/2016, the collaborator warrin (welder), when trying to inspect a cracking point in the inlet of the g2143 laminator, slips and falls to the same level hitting his face and hand , he was immediately transferred to the medical service for evaluation.",0,False,False,False
R000081,2016-03-22,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"During the trip to the vehicle, at the end of the work, the collaborator Rhainer stepped on an object that he could not identify, thus coming to pierce the sole of the boot and causing a small hole in the sole of the left foot of the collaborator. The perforation was possibly due to a stump of wood, since the area covered by the collaborator, was a pasture grazed recently and near a residence.","during the trip to the vehicle, at the end of the work, the collaborator rhainer stepped on an object that he could not identify, thus coming to pierce the sole of the boot and causing a small hole in the sole of the left foot of the collaborator. the perforation was possibly due to a stump of wood, since the area covered by the collaborator, was a pasture grazed recently and near a residence.",0,False,False,False
R000232,2016-10-03,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"At the intersection of level 3970 - main road and access to the south ramp, the collaborator, after having freed the tube 2 inches in diameter from the gable, descended holding the pipe on the fourth step of a telescopic aluminum ladder (approximately at 1.20 meters from the floor) at which point another clamping point in the gable is lifted by lifting the tube which pulls the worker causing him to lose balance and fall from a height of 1.20 meters. The described injury occurring.","at the intersection of level 3970 - main road and access to the south ramp, the collaborator, after having freed the tube 2 inches in diameter from the gable, descended holding the pipe on the fourth step of a telescopic aluminum ladder (approximately at 1.20 meters from the floor) at which point another clamping point in the gable is lifted by lifting the tube which pulls the worker causing him to lose balance and fall from a height of 1.20 meters. the described injury occurring.",1,False,False,False
R000343,2017-02-27,Country_02,Local_02,Mining,III,IV,Male,Employee,Others,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.","when performing cleaning activity of the area near the 042-tc-06 - grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). during the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.",1,False,False,False
R000215,2016-09-15,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"When cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. When the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.","when cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. when the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.",0,False,False,False
R000211,2016-09-06,Country_02,Local_07,Mining,I,II,Male,Employee,Others,"The employee reports that when performing the maintenance activity of pump on the tunnel of the TC-020, as he was pulling out the rotor, struck the piece with the mallet that slipped from his hand. Reaching the lower part of your left leg, causing the injury.","the employee reports that when performing the maintenance activity of pump on the tunnel of the tc-020, as he was pulling out the rotor, struck the piece with the mallet that slipped from his hand. reaching the lower part of your left leg, causing the injury.",0,False,False,False
R000049,2016-03-06,Country_01,Local_04,Mining,I,III,Male,Employee,Others,"On pit 831 of level 1910 when radial drilling was performed of negative holes with the simba M4C ITH No. 5 equipment, when the assistant of the equipment operator made the change of the drill bit, the metal bar (hammer) is released from the coupling of the rotation unit and when abruptly withdrawing his hands hit the back of his right hand against the team's structure. At the time of the accident the team was Paid.","on pit 831 of level 1910 when radial drilling was performed of negative holes with the simba m4c ith no. 5 equipment, when the assistant of the equipment operator made the change of the drill bit, the metal bar (hammer) is released from the coupling of the rotation unit and when abruptly withdrawing his hands hit the back of his right hand against the team's structure. at the time of the accident the team was paid.",0,False,False,False
R000255,2016-11-21,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"In the region of Povoado Vista - Martinópole - CE, the employee Fábio de Vieira performed soil collection activities in the field, together with the auxiliaries Manoel da Silva and Diassis do Nascimento, when around 10:00 am, when crossing a fence his glove was attached to the wire and his body projected forward causing a slight twist of the left wrist. The team traveled to the city of Granja and the employee was referred to the hospital for consultation. The doctor did not diagnose a fracture, prescribing remedy for local pain and ice packs. By medical evaluation the employee can carry out his activities normally.","in the region of povoado vista - martinópole - ce, the employee fábio de vieira performed soil collection activities in the field, together with the auxiliaries manoel da silva and diassis do nascimento, when around 10:00 am, when crossing a fence his glove was attached to the wire and his body projected forward causing a slight twist of the left wrist. the team traveled to the city of granja and the employee was referred to the hospital for consultation. the doctor did not diagnose a fracture, prescribing remedy for local pain and ice packs. by medical evaluation the employee can carry out his activities normally.",0,False,False,False
R000030,2016-02-16,Country_02,Local_07,Mining,II,III,Male,Employee,Others,When using the griff wrench to unscrew the rod from the probe the key came to move by pressing the employee's finger against the probe.,when using the griff wrench to unscrew the rod from the probe the key came to move by pressing the employee's finger against the probe.,0,False,False,False
